label-coarse,label-fine,text
4,25,What does an average daycare provider get paid in New England ?
3,5,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?
3,4,Who played the Ringo Kid in the 1939 film Stagecoach ?
3,4,Who died 1 feet from where John F. Kennedy did ?
0,7,What is the `` coppertop '' battery ?
1,42,What sign is The Water Carrier the zodiacal symbol for ?
1,2,What animals do you find in the stock market ?
0,7,What is color ?
4,8,When is the site www.questions.com going to open ?
1,1,What did Shostakovich write for Rostropovich ?
3,4,What first name was Nipsy Russell given at birth ?
0,0,How can I get some free technical information on Electric Vehicle ?
3,4,Who is the youngest of the Beatles ?
0,0,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?
0,7,What is a Jellicle Cat ?
5,14,Where can I find the best free evidence for debate about Russia ?
5,14,What is Bill Gates of Microsoft E-mail address ?
1,28,What is the second hardest substance ?
0,9,Why did several San Diego schools stop serving apples to students ?
5,21,What Russian city boasts the Hermitage Museum ?
4,8,When is Bastille Day ?
0,9,What makes a tornado turn ?
4,13,How many shots can a stock M16 hold ?
1,19,What two colors are you blind to if you suffer from protanopia ?
0,9,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?
3,12,Who is Coronado ?
1,1,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?
0,7,What is artificial intelligence ?
1,17,What do flatfish eat ?
3,4,Who was the first Holy Roman Emperor ?
1,14,What can I use to remove the stubborn gummed labels from some diskettes ?
4,8,What day of the week sees the most fatal car accidents ?
0,12,"What is the origin of the word , magic ?"
1,29,What sport do you shag flies in ?
0,7,What is white chocolate ?
5,14,Where is Trinidad ?
3,5,Name the organization that is presided by a Security Council .
3,4,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
1,17,What kind of wine is Spumante ?
3,4,Who portrayed portly criminologist Carl Hyatt on Checkmate ?
1,20,How do you say I love you in Spanish ?
0,7,What does the name Gina mean ?
1,26,What is the most advanced handheld calculator in the world ?
4,35,How fast is light ?
1,20,What is the belt of low pressure around the equator called ?
0,7,What are shooting stars ?
3,5,Whom did the Chicago Bulls beat in the 1993 championship ?
4,8,When was the first American encyclopedia published ?
5,14,What 's the tallest building in New York City ?
0,0,How is Easter Sunday 's date determined ?
0,12,What is the Motto for the State of Maryland ?
3,12,Who is Desmond Tutu ?
5,14,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?
1,2,Name a tiger that is extinct .
4,13,How many quarters equal a pound ?
1,1,What kind of books does Fodor 's publish ?
3,4,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
4,43,What chapter of the Bible has the most verses ?
3,4,Who is the worst US President ever ?
3,4,What Asian leader was known as The Little Brown Saint ?
2,34,What is the abbreviated expression for the National Bureau of Investigation ?
4,35,How fast does the fastest car go ?
5,24,What is the highest mountain in the world ?
5,14,What arch can you see from the Place de la Concorde ?
3,4,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?
4,27,How long should a person wash their hands before they are clean ?
5,14,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?
5,18,Which is the wealthiest country in the world ?
0,0,How can I find a phone number of someone if I only know their email address ?
0,0,How can you contact play producers and promoters on-line ?
3,4,Who is the monarch of the United Kingdom ?
1,23,What is a fear of passing high objects ?
0,12,What do players try to do when the music stops in a game of musical chairs ?
3,4,What are the top ten most common girl names in the US ?
0,9,Why is black the color of mourning in the West ?
1,14,What is the rarest coin ?
1,1,What Judith Rossner novel was made into a film starring Diane Keaton ?
5,18,Which country is Australia 's largest export market ?
5,14,Where is the Kentucky Horse Park located ?
1,23,What is a fear of parasites ?
1,29,In what Olympic Games did Nadia Comaneci become popular ?
3,4,Who does data collection in tourism ?
3,4,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?
5,11,What is the leading pecan and peanut growing state ?
0,12,What does a nihilist believe in ?
0,12,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
1,29,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
3,4,Who were the four famous founders of United Artists ?
1,1,What 2 statues did France give to other countries ?
0,7,What are amphibians ?
4,13,How many sperm cells are in an average ejaculation ?
1,26,Name the disposable razor that `` costs about 19 cents . ''
4,40,How far do you have to run if you hit a home run ?
3,4,Who was the only U.S. President to wear a Nazi uniform ?
3,5,Woodrow Wilson served as president of what university ?
5,14,Where are the tropical rain forest distributions ?
3,4,What 's the nickname of oddsmaker Jimmy Snyder ?
1,23,What is the fear of being loved ?
4,14,What was the number of people that Randy Steven Craft was convicted of killing ?
3,6,What was Queen Victoria 's title regarding India ?
0,0,How is a hydrogen bomb different from a nuclear bomb ?
4,40,How far can a man travel in outer space ?
5,14,Where was Lincoln assassinated ?
1,17,What type of food makes you fat ?
1,23,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?
4,13,What was the U.S. highway death toll in 1969 ?
1,2,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?"
1,1,What are the shortest and the longest songs ever produced ?
1,15,What letter is to the right of K on a typewriter keyboard ?
0,12,"What is the origin and the meaning of the name , `` Hajo ? ''"
1,36,What is the plural of gulf ?
3,4,Whose autobiography is titled Yes I Can ?
4,8,What year did the United States pass the Copyright law ?
4,38,What percentage of Americans own their homes ?
4,8,What 's the first day of the week ?
5,21,What city was President William McKinley shot in ?
5,21,What city has the world 's longest subway system ?
3,4,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
0,7,What is Bombay duck ?
4,13,How many degrees cooler is the inside of a cucumber than the air outside ?
3,4,What double talking `` professor '' holds a doctorate in Nothing ?
5,21,What are the five most expensive cities in the world ?
3,4,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
4,13,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
0,7,What is a virtual IP address ?
3,4,What was the name of the cook on Rawhide ?
5,14,What county is Chicago in ?
4,40,What is the wingspan of a condor ?
0,12,What facial feature typically contains about 55 hairs ?
3,4,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
0,0,How can I transport files from one computer to another ?
1,20,What 's the literary term for a play on words ?
1,19,What color were their horses ?
4,25,What does an average daycare provider get paid in New England ?
3,4,What author landed a 468-pound marlin without harness in the early 193 's ?
4,13,How many Americans fought for the British in the American Revolution ?
1,14,What kind of education do I need to become a flight attendant ?
1,37,What are the two languages of Malta ?
4,13,How many oceans are there and name them ?
0,12,What happened during the Blackhawk Indian war of 1832 ?
4,13,How many pairs of legs does a lobster have ?
0,7,What does the Latin ante mortem mean ?
0,7,What does the name Shawn mean ?
5,14,Where is the Danube ?
3,4,"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?"
1,2,What do you call a group of geese ?
3,4,"Who delivered his last newscast on March 6 , 1981 ?"
4,13,"How many times has `` Louie , Louie '' been recorded ?"
0,0,How is Answers.com different from KnowPost.com ?
5,14,What is the longest place name in the U.S. ?
4,38,What percent liked Thatcher after she had been in power for a decade ?
5,14,"Where does Buzz Aldrin want to build a permanent , manned space station ?"
1,1,What was Mel Gibson 's first movie ?
0,9,Why was the L.A. office of Shea and Gould closed ?
0,0,How do I start a bank ?
0,0,How do Ouija Boards work ?
1,2,What horse did Zorro ride ?
0,0,How do you get a broken cork out of a bottle ?
5,14,Where can I find correct tabs for Third Eye Blind songs ?
0,0,How do you determine heating requirements for your home ?
3,4,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?
1,26,"Which hair care product told us `` hate that gray , wash it away '' ?"
0,9,Why did the chicken cross the road ?
3,4,What was Michelangelo 's last name ?
3,12,Who is Barbara Jordan ?
3,4,Who was the Democratic nominee in the American presidential election ?
1,1,What was Connecticut 's first constitution called ?
1,10,What historical event happened in Dogtown in 1899 ?
0,7,What is being done about the millennium bug ?
0,9,What was the claim to fame of King Camp Gillette ?
1,23,What is the most common kind of skin cancer in the U.S. ?
0,7,What is Olestra ?
5,18,What Asian country has a bill of rights for cows ?
4,13,How many fingers are used to draw a bow ?
1,30,What are two plants that clothes are made from ?
4,8,When was Hurricane Hugo ?
1,17,What is the most heavily caffeinated soft drink ?
3,4,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?
4,25,What was the price of Varian Associates ' vacuum products division ?
4,8,When was `` the Great Depression '' ?
1,37,What language is mostly spoken in Brazil ?
3,5,What college produced the most winning Super Bowl quarterbacks ?
0,0,How do you solve `` Rubik 's Cube '' ?
0,7,What is prepared mustard ?
3,4,What classical Spanish writer warned : `` All that glitters is not gold '' ?
0,7,What does `` antidisestablishmentarianism '' mean ?
3,4,What actor married John F. Kennedy 's sister ?
1,23,What does a topophobic actor suffer from ?
3,4,Who fired Maria Ybarra from her position in San Diego council ?
4,27,"The italian artist , Maurizio Pellegrin , is how old ?"
1,14,What type of hunting are retrievers used for ?
0,9,What is Colin Powell best known for ?
3,4,Who was the first black golfer to tee off in the Masters ?
5,21,What city is the setting for Puccini 's opera La Boheme ?
3,4,What U.S. President showed a fondness for munching on bee pollen bars ?
0,7,What is measured in curies ?
3,4,Whose cover is that of an employee of Universal Import and Export ?
3,4,What former president 's daughter has written a book titled Murder in the White House ?
3,4,What fictional character is known as the `` melancholy Dane '' ?
1,26,Italy is the largest producer of what ?
3,4,What longtime game show host dropped dead while jogging in Central Park in 1984 ?
0,7,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''"
3,4,Who were the `` filthiest people alive ? ''
1,23,What infectious disease is the world 's deadliest ?
0,7,What is Spumante ?
4,8,In what year did Ireland elect its first woman president ?
0,7,What is an isthmus ?
1,2,What was the name of the orca that died of a fungal infection ?
